model,task,repeat,arm,attempt,passed,failure_stage,detail,deck,record
v4,eda_208,3,equal_call,3,False,parse,"condition_1_load_connections: required topology not found
condition_1_VDD_connections: required topology not found
condition_2_load_connections: required topology not found
condition_2_VDD_connections: required topology not found
condition 1: required testbench element absent or wrong type: VDD
condition 2: required testbench element absent or wrong type: VDD",attempt_3/submitted.cir,records/units/v4/eda_208/3/equal_call/record.json
v4,eda_208,3,no_family_prompts,1,False,specification,"zener_emitter_follower: required topology not found
condition 1: measured=8.2931422e-05, target=4.4, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
condition 2: measured=0.00016740308, target=4.4, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
D_PART3 Zener actual terminals: anode=NB, cathode=0. SPICE diode order is anode then cathode.
This Zener has its cathode grounded. A positive shunt reference requires reverse bias: anode at ground and cathode at the fed reference node. Check polarity before changing resistor values.",attempt_1/submitted.cir,records/units/v4/eda_208/3/no_family_prompts/record.json
v4,eda_208,3,no_family_prompts,2,True,,,attempt_2/submitted.cir,records/units/v4/eda_208/3/no_family_prompts/record.json
v4,eda_208,3,no_grounding,1,False,parse,"condition_1_load_connections: required topology not found
condition_1_VDD_connections: required topology not found
condition_2_load_connections: required topology not found
condition_2_VDD_connections: required topology not found
condition 1: required testbench element absent or wrong type: VDD
condition 2: required testbench element absent or wrong type: VDD",attempt_1/submitted.cir,records/units/v4/eda_208/3/no_grounding/record.json
v4,eda_208,3,no_grounding,2,False,parse,"condition_1_load_connections: required topology not found
condition_2_load_connections: required topology not found
condition 1: required testbench element absent or wrong type: RLOAD
condition 2: required testbench element absent or wrong type: RLOAD",attempt_2/submitted.cir,records/units/v4/eda_208/3/no_grounding/record.json
v4,eda_208,3,no_grounding,3,True,,,attempt_3/submitted.cir,records/units/v4/eda_208/3/no_grounding/record.json
v4,eda_208,2,full,1,False,parse,"condition_1_VDD_connections: required topology not found
condition_2_VDD_connections: required topology not found
condition 1: required testbench element absent or wrong type: VDD
condition 2: required testbench element absent or wrong type: VDD",attempt_1/submitted.cir,records/units/v4/eda_208/2/full/record.json
v4,eda_208,2,full,2,True,,,attempt_2/submitted.cir,records/units/v4/eda_208/2/full/record.json
v4,eda_208,2,no_preparation,1,False,parse,"condition_1_VDD_connections: required topology not found
condition_2_VDD_connections: required topology not found
condition 1: required testbench element absent or wrong type: VDD
condition 2: required testbench element absent or wrong type: VDD",attempt_1/submitted.cir,records/units/v4/eda_208/2/no_preparation/record.json
v4,eda_208,2,no_preparation,2,True,,,attempt_2/submitted.cir,records/units/v4/eda_208/2/no_preparation/record.json
v4,eda_208,2,no_cleanup,1,False,parse,"condition_1_VDD_connections: required topology not found
condition_2_VDD_connections: required topology not found
condition 1: required testbench element absent or wrong type: VDD
condition 2: required testbench element absent or wrong type: VDD",attempt_1/submitted.cir,records/units/v4/eda_208/2/no_cleanup/record.json
v4,eda_208,2,no_cleanup,2,True,,,attempt_2/submitted.cir,records/units/v4/eda_208/2/no_cleanup/record.json
v4,eda_208,2,equal_call,1,False,parse,"condition_1_VDD_connections: required topology not found
condition_2_VDD_connections: required topology not found
condition 1: required testbench element absent or wrong type: VDD
condition 2: required testbench element absent or wrong type: VDD",attempt_1/submitted.cir,records/units/v4/eda_208/2/equal_call/record.json
v4,eda_208,2,equal_call,2,False,parse,"zener_emitter_follower: required topology not found
condition_1_load_connections: required topology not found
condition_1_VDD_connections: required topology not found
condition_2_load_connections: required topology not found
condition_2_VDD_connections: required topology not found
condition 1: required testbench element absent or wrong type: VDD
condition 2: required testbench element absent or wrong type: VDD
D_PART3 Zener actual terminals: anode=D_PART3_CATHODE, cathode=0. SPICE diode order is anode then cathode.
This Zener has its cathode grounded. A positive shunt reference requires reverse bias: anode at ground and cathode at the fed reference node. Check polarity before changing resistor values.",attempt_2/submitted.cir,records/units/v4/eda_208/2/equal_call/record.json
v4,eda_208,2,no_family_prompts,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_208/2/no_family_prompts/record.json
v4,eda_208,2,no_grounding,1,False,specification,"zener_emitter_follower: required topology not found
condition 1: measured=0.0001090306, target=4.4, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
condition 2: measured=0.00013865895, target=4.4, relative tolerance=0.1; acceptance condition: abs(measured-target) <= tolerance*abs(target)
D_PART3 Zener actual terminals: anode=VZ, cathode=0. SPICE diode order is anode then cathode.
This Zener has its cathode grounded. A positive shunt reference requires reverse bias: anode at ground and cathode at the fed reference node. Check polarity before changing resistor values.",attempt_1/submitted.cir,records/units/v4/eda_208/2/no_grounding/record.json
v4,eda_208,2,no_grounding,2,True,,,attempt_2/submitted.cir,records/units/v4/eda_208/2/no_grounding/record.json
v4,eda_005,1,full,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_005/1/full/record.json
v4,eda_005,1,no_preparation,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_005/1/no_preparation/record.json
v4,eda_005,1,no_cleanup,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_005/1/no_cleanup/record.json
v4,eda_005,1,equal_call,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_005/1/equal_call/record.json
v4,eda_005,1,no_family_prompts,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_005/1/no_family_prompts/record.json
v4,eda_005,1,no_grounding,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_005/1/no_grounding/record.json
v4,eda_005,3,full,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_005/3/full/record.json
v4,eda_005,3,no_preparation,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_005/3/no_preparation/record.json
v4,eda_005,3,no_cleanup,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_005/3/no_cleanup/record.json
v4,eda_005,3,equal_call,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_005/3/equal_call/record.json
v4,eda_005,3,no_family_prompts,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_005/3/no_family_prompts/record.json
v4,eda_005,3,no_grounding,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_005/3/no_grounding/record.json
v4,eda_005,2,full,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_005/2/full/record.json
v4,eda_005,2,no_preparation,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_005/2/no_preparation/record.json
v4,eda_005,2,no_cleanup,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_005/2/no_cleanup/record.json
v4,eda_005,2,equal_call,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_005/2/equal_call/record.json
v4,eda_005,2,no_family_prompts,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_005/2/no_family_prompts/record.json
v4,eda_005,2,no_grounding,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_005/2/no_grounding/record.json
v4,eda_201,1,full,1,False,parse,"condition_1_load_connections: required topology not found
condition 1: required testbench element absent or wrong type: RLOAD
condition 1: Op-amp DC diagnostic unavailable: required testbench element absent or wrong type: RLOAD",attempt_1/submitted.cir,records/units/v4/eda_201/1/full/record.json
v4,eda_201,1,full,2,True,,,attempt_2/submitted.cir,records/units/v4/eda_201/1/full/record.json
v4,eda_201,1,no_preparation,1,True,,,attempt_1/submitted.cir,records/units/v4/eda_201/1/no_preparation/record.json
v4,eda_201,1,no_cleanup,1,False,parse,"condition_1_load_connections: required topology not found
condition 1: required testbench element absent or wrong type: RLOAD
condition 1: Op-amp DC diagnostic unavailable: required testbench element absent or wrong type: RLOAD",attempt_1/submitted.cir,records/units/v4/eda_201/1/no_cleanup/record.json
v4,eda_201,1,no_cleanup,2,True,,,attempt_2/submitted.cir,records/units/v4/eda_201/1/no_cleanup/record.json
v4,eda_201,1,equal_call,1,False,parse,"condition_1_load_connections: required topology not found
condition 1: required testbench element absent or wrong type: RLOAD
condition 1: Op-amp DC diagnostic unavailable: required testbench element absent or wrong type: RLOAD",attempt_1/submitted.cir,records/units/v4/eda_201/1/equal_call/record.json
v4,eda_201,1,equal_call,2,False,parse,"condition_1_load_connections: required topology not found
condition 1: required testbench element absent or wrong type: RLOAD
condition 1: Op-amp DC diagnostic unavailable: required testbench element absent or wrong type: RLOAD",attempt_2/submitted.cir,records/units/v4/eda_201/1/equal_call/record.json
v4,eda_201,1,no_family_prompts,1,False,specification,"inverting_feedback: required topology not found
condition 1: X_PART1 DC: positive input (IN_P)=0.000519595 V, negative input (IN_N)=0.00251952 V, supplies=-5 to 5 V, output (OUT)=0.0132191 V. Check input common-mode range and output headroom against these measured voltages; DC bias alone does not verify the AC reference impedance or closed-loop gain.",attempt_1/submitted.cir,records/units/v4/eda_201/1/no_family_prompts/record.json
v4,eda_201,1,no_family_prompts,2,False,specification,"inverting_feedback: required topology not found
condition 1: X_PART1 DC: positive input (IN_P)=0.000519595 V, negative input (IN_N)=0.00251952 V, supplies=-5 to 5 V, output (OUT)=0.0132191 V. Check input common-mode range and output headroom against these measured voltages; DC bias alone does not verify the AC reference impedance or closed-loop gain.",attempt_2/submitted.cir,records/units/v4/eda_201/1/no_family_prompts/record.json
v4,eda_201,1,no_family_prompts,3,False,specification,"inverting_feedback: required topology not found
condition 1: X_PART1 DC: positive input (IN_P)=0.000519595 V, negative input (IN_N)=0.00251952 V, supplies=-5 to 5 V, output (OUT)=0.0132191 V. Check input common-mode range and output headroom against these measured voltages; DC bias alone does not verify the AC reference impedance or closed-loop gain.",attempt_3/submitted.cir,records/units/v4/eda_201/1/no_family_prompts/record.json
v4,eda_201,1,no_grounding,1,False,parse,"condition_1_load_connections: required topology not found
condition 1: required testbench element absent or wrong type: RLOAD
condition 1: Op-amp DC diagnostic unavailable: required testbench element absent or wrong type: RLOAD",attempt_1/submitted.cir,records/units/v4/eda_201/1/no_grounding/record.json
v4,eda_201,1,no_grounding,2,False,parse,"condition_1_load_connections: required topology not found
condition 1: required testbench element absent or wrong type: RLOAD
condition 1: Op-amp DC diagnostic unavailable: required testbench element absent or wrong type: RLOAD",attempt_2/submitted.cir,records/units/v4/eda_201/1/no_grounding/record.json
v4,eda_201,1,no_grounding,3,True,,,attempt_3/submitted.cir,records/units/v4/eda_201/1/no_grounding/record.json
v4,eda_201,3,full,1,False,parse,"condition_1_load_connections: required topology not found
condition 1: required testbench element absent or wrong type: RLOAD
condition 1: Op-amp DC diagnostic unavailable: required testbench element absent or wrong type: RLOAD",attempt_1/submitted.cir,records/units/v4/eda_201/3/full/record.json
